frame,plate,confidence
4197,B 4629 UAJ,0.4698038942482926
4198,B 4629 UAJ,0.4698038942482926
4199,B 4629 UAJ,0.4698038942482926
4200,B 4629 UAJ,0.4698038942482926
4201,B 4629 UAJ,0.4698038942482926
4202,B 4629 UAJ,0.4698038942482926
4203,B 4629 UAJ,0.4698038942482926
4204,B 4629 UAJ,0.4698038942482926
4205,B 4629 UAJ,0.4698038942482926
4206,B 4629 UAJ,0.4698038942482926
4207,B 4629 UAJ,0.4698038942482926
4208,B 4629 UAJ,0.4698038942482926
4209,B 4629 UAJ,0.4698038942482926
4210,B 4629 UAJ,0.4698038942482926
4211,B 4629 UAJ,0.4698038942482926
4212,B 4629 UAJ,0.4698038942482926
4213,B 4629 UAJ,0.4698038942482926
4214,B 4629 UAJ,0.4698038942482926
4215,B 4629 UAJ,0.4698038942482926
4216,B 4629 UAJ,0.4698038942482926
4217,B 4629 UAJ,0.4698038942482926
4218,B 4629 UAJ,0.4698038942482926
4219,B 4629 UAJ,0.4698038942482926
4220,B 4629 UAJ,0.4698038942482926
4221,B 4629 UAJ,0.4698038942482926
4222,B 4629 UAJ,0.4698038942482926
4223,B 4629 UAJ,0.4698038942482926
4224,B 4629 UAJ,0.4698038942482926
4225,B 4629 UAJ,0.4698038942482926
4226,B 4629 UAJ,0.4698038942482926
4227,B 4629 UAJ,0.4698038942482926
4228,B 4629 UAJ,0.4698038942482926
4229,B 4629 UAJ,0.4698038942482926
4230,B 4629 UAJ,0.4698038942482926
4231,B 4629 UAJ,0.4698038942482926
4232,B 4629 UAJ,0.4698038942482926
4233,B 4629 UAJ,0.4698038942482926
4234,B 4629 UAJ,0.4698038942482926
4235,B 4629 UAJ,0.4698038942482926
4236,B 4629 UAJ,0.4698038942482926
4237,B 4629 UAJ,0.4698038942482926
4238,B 4629 UAJ,0.4698038942482926
4239,B 4629 UAJ,0.4698038942482926
4240,B 4629 UAJ,0.4698038942482926
4241,B 4629 UAJ,0.4698038942482926
4242,B 4629 UAJ,0.4698038942482926
4243,B 4629 UAJ,0.4698038942482926
4244,B 4629 UAJ,0.4698038942482926
4245,B 4629 UAJ,0.4698038942482926
4246,B 4629 UAJ,0.4698038942482926
4247,B 4629 UAJ,0.4698038942482926
4248,B 4629 UAJ,0.4698038942482926
4249,B 4629 UAJ,0.4698038942482926
4250,B 4629 UAJ,0.4698038942482926
4251,B 4629 UAJ,0.4698038942482926
4252,B 4629 UAJ,0.4698038942482926
4253,B 4629 UAJ,0.4698038942482926
4254,B 4629 UAJ,0.4698038942482926
4255,B 4629 UAJ,0.4698038942482926
4256,B 4629 UAJ,0.4698038942482926
4257,B 4629 UAJ,0.4698038942482926
4258,B 4629 UAJ,0.4698038942482926
4259,B 4629 UAJ,0.4698038942482926
4260,B 4629 UAJ,0.4698038942482926
4261,B 4629 UAJ,0.4698038942482926
4262,B 4629 UAJ,0.4698038942482926
4263,B 4629 UAJ,0.4698038942482926
4264,B 4629 UAJ,0.4698038942482926
4265,B 4629 UAJ,0.4698038942482926
4266,B 4629 UAJ,0.4698038942482926
4267,B 4629 UAJ,0.4698038942482926
4268,B 4629 UAJ,0.4698038942482926
4269,B 4629 UAJ,0.4698038942482926
4270,B 4629 UAJ,0.4698038942482926
4271,B 4629 UAJ,0.4698038942482926
4272,B 4629 UAJ,0.4698038942482926
4273,B 4629 UAJ,0.4698038942482926
4274,B 4629 UAJ,0.4698038942482926
4275,B 4629 UAJ,0.4698038942482926
4276,B 4629 UAJ,0.4698038942482926
4277,B 4629 UAJ,0.4698038942482926
4278,B 4629 UAJ,0.4698038942482926
4279,B 4629 UAJ,0.4698038942482926
4280,B 4629 UAJ,0.4698038942482926
4281,B 4629 UAJ,0.4698038942482926
4282,B 4629 UAJ,0.4698038942482926
4283,B 4629 UAJ,0.4698038942482926
4284,B 4629 UAJ,0.4698038942482926
4285,B 4629 UAJ,0.4698038942482926
4286,B 4629 UAJ,0.4698038942482926
4287,B 4629 UAJ,0.4698038942482926
4288,B 4629 UAJ,0.4698038942482926
4289,B 4629 UAJ,0.4698038942482926
4290,B 4629 UAJ,0.4698038942482926
4291,B 4629 UAJ,0.4698038942482926
4292,B 4629 UAJ,0.4698038942482926
4293,B 4629 UAJ,0.4698038942482926
4294,B 4629 UAJ,0.4698038942482926
4295,B 4629 UAJ,0.4698038942482926
4296,B 4629 UAJ,0.4698038942482926
4297,B 4629 UAJ,0.4698038942482926
4298,B 4629 UAJ,0.4698038942482926
4299,B 4629 UAJ,0.4698038942482926
4300,B 4629 UAJ,0.4698038942482926
4301,B 4629 UAJ,0.4698038942482926
4302,B 4629 UAJ,0.4698038942482926
4303,B 4629 UAJ,0.4698038942482926
4304,B 4629 UAJ,0.4698038942482926
4305,B 4629 UAJ,0.4698038942482926
4306,B 4629 UAJ,0.4698038942482926
4307,B 4629 UAJ,0.4698038942482926
4308,B 4629 UAJ,0.4698038942482926
4309,B 4629 UAJ,0.4698038942482926
4310,B 4629 UAJ,0.4698038942482926
4311,B 4629 UAJ,0.4698038942482926
4312,B 4629 UAJ,0.4698038942482926
4313,B 4629 UAJ,0.4698038942482926
4314,B 4629 UAJ,0.4698038942482926
4315,B 4629 UAJ,0.4698038942482926
4316,B 4629 UAJ,0.4698038942482926
4317,B 4629 UAJ,0.4698038942482926
4318,B 4629 UAJ,0.4698038942482926
4319,B 4629 UAJ,0.4698038942482926
4320,B 4629 UAJ,0.4698038942482926
4321,B 4629 UAJ,0.4698038942482926
4322,B 4629 UAJ,0.4698038942482926
4323,B 4629 UAJ,0.4698038942482926
4324,B 4629 UAJ,0.4698038942482926
4325,B 4629 UAJ,0.4698038942482926
4326,B 4629 UAJ,0.4698038942482926
4327,B 4629 UAJ,0.4698038942482926
4328,B 4629 UAJ,0.4698038942482926
4329,B 4629 UAJ,0.4698038942482926
4330,B 4629 UAJ,0.4698038942482926
4331,B 4629 UAJ,0.4698038942482926
4332,B 4629 UAJ,0.4698038942482926
4333,B 4629 UAJ,0.4698038942482926
4334,B 4629 UAJ,0.4698038942482926
4335,B 4629 UAJ,0.4698038942482926
4336,B 4629 UAJ,0.4698038942482926
4337,B 4629 UAJ,0.4698038942482926
4338,B 4629 UAJ,0.4698038942482926
4339,B 4629 UAJ,0.4698038942482926
4340,B 4629 UAJ,0.4698038942482926
4341,B 4629 UAJ,0.4698038942482926
4342,B 4629 UAJ,0.4698038942482926
4343,B 4629 UAJ,0.4698038942482926
4344,B 4629 UAJ,0.4698038942482926
4345,B 4629 UAJ,0.4698038942482926
4346,B 4629 UAJ,0.4698038942482926
4347,B 4629 UAJ,0.4698038942482926
4348,B 4629 UAJ,0.4698038942482926
4349,B 4629 UAJ,0.4698038942482926
4350,B 4629 UAJ,0.4698038942482926
4351,B 4629 UAJ,0.4698038942482926
4352,B 4629 UAJ,0.4698038942482926
4353,B 4629 UAJ,0.4698038942482926
4354,B 4629 UAJ,0.4698038942482926
4355,B 4629 UAJ,0.4698038942482926
4356,B 4629 UAJ,0.4698038942482926
4357,B 4629 UAJ,0.4698038942482926
4358,B 4629 UAJ,0.4698038942482926
4359,B 4629 UAJ,0.4698038942482926
4360,B 4629 UAJ,0.4698038942482926
4361,B 4629 UAJ,0.4698038942482926
4362,B 4629 UAJ,0.4698038942482926
4363,B 4629 UAJ,0.4698038942482926
4364,B 4629 UAJ,0.4698038942482926
4365,B 4629 UAJ,0.4698038942482926
4366,B 4629 UAJ,0.4698038942482926
4367,B 4629 UAJ,0.4698038942482926
4368,B 4629 UAJ,0.4698038942482926
4369,B 4629 UAJ,0.4698038942482926
4370,B 4629 UAJ,0.4698038942482926
4371,B 4629 UAJ,0.4698038942482926
4372,B 4629 UAJ,0.4698038942482926
4373,B 4629 UAJ,0.4698038942482926
4374,B 4629 UAJ,0.4698038942482926
4375,B 4629 UAJ,0.4698038942482926
4376,B 4629 UAJ,0.4698038942482926
4377,B 4629 UAJ,0.4698038942482926
4378,B 4629 UAJ,0.4698038942482926
4379,B 4629 UAJ,0.4698038942482926
4380,B 4629 UAJ,0.4698038942482926
4381,B 4629 UAJ,0.4698038942482926
4382,B 4629 UAJ,0.4698038942482926
4383,B 4629 UAJ,0.4698038942482926
4384,B 4629 UAJ,0.4698038942482926
4385,B 4629 UAJ,0.4698038942482926
4386,B 4629 UAJ,0.4698038942482926
4387,B 4629 UAJ,0.4698038942482926
4388,B 4629 UAJ,0.4698038942482926
4389,B 4629 UAJ,0.4698038942482926
4390,B 4629 UAJ,0.4698038942482926
4391,B 4629 UAJ,0.4698038942482926
4392,B 4629 UAJ,0.4698038942482926
4393,B 4629 UAJ,0.4698038942482926
4394,B 4629 UAJ,0.4698038942482926
4395,B 4629 UAJ,0.4698038942482926
4396,B 4629 UAJ,0.4698038942482926
4397,B 4629 UAJ,0.4698038942482926
4398,B 4629 UAJ,0.4698038942482926
4399,B 4629 UAJ,0.4698038942482926
4400,B 4629 UAJ,0.4698038942482926
4401,B 4629 UAJ,0.4698038942482926
4402,B 4629 UAJ,0.4698038942482926
4403,B 4629 UAJ,0.4698038942482926
4404,B 4629 UAJ,0.4698038942482926
4405,B 4629 UAJ,0.4698038942482926
4406,B 4629 UAJ,0.4698038942482926
4407,B 4629 UAJ,0.4698038942482926
4408,B 4629 UAJ,0.4698038942482926
4409,B 4629 UAJ,0.4698038942482926
4410,B 4629 UAJ,0.4698038942482926
5070,B 2022 UOP,0.8018864388102662
5071,B 2022 UOP,0.8018864388102662
5072,B 2022 UOP,0.8018864388102662
5073,B 2022 UOP,0.8018864388102662
5074,B 2022 UOP,0.8018864388102662
5075,B 2022 UOP,0.8018864388102662
5076,B 2022 UOP,0.8018864388102662
5077,B 2022 UOP,0.8018864388102662
5078,B 2022 UOP,0.8018864388102662
5079,B 2022 UOP,0.8018864388102662
5080,B 2022 UOP,0.8018864388102662
5081,B 2022 UOP,0.8018864388102662
5082,B 2022 UOP,0.8018864388102662
5083,B 2022 UOP,0.8018864388102662
5084,B 2022 UOP,0.8018864388102662
5085,B 2022 UOP,0.8018864388102662
5086,B 2022 UOP,0.8018864388102662
5087,B 2022 UOP,0.8018864388102662
5088,B 2022 UOP,0.8018864388102662
5089,B 2022 UOP,0.8018864388102662
5090,B 2022 UOP,0.8018864388102662
5091,B 2022 UOP,0.8018864388102662
5092,B 2022 UOP,0.8018864388102662
5093,B 2022 UOP,0.8018864388102662
5094,B 2022 UOP,0.8018864388102662
5095,B 2022 UOP,0.8018864388102662
5096,B 2022 UOP,0.8018864388102662
5097,B 2022 UOP,0.8018864388102662
5098,B 2022 UOP,0.8018864388102662
5099,B 2022 UOP,0.8018864388102662
5100,B 2022 UOP,0.8018864388102662
5101,B 2022 UOP,0.8018864388102662
5102,B 2022 UOP,0.8018864388102662
5103,B 2022 UOP,0.8018864388102662
5104,B 2022 UOP,0.8018864388102662
5105,B 2022 UOP,0.8018864388102662
5106,B 2022 UOP,0.8018864388102662
5107,B 2022 UOP,0.8018864388102662
5108,B 2022 UOP,0.8018864388102662
5109,B 2022 UOP,0.8018864388102662
5110,B 2022 UOP,0.8018864388102662
5111,B 2022 UOP,0.8018864388102662
5112,B 2022 UOP,0.8018864388102662
5113,B 2022 UOP,0.8018864388102662
5114,B 2022 UOP,0.8018864388102662
5115,B 2022 UOP,0.8018864388102662
5116,B 2022 UOP,0.8018864388102662
5117,B 2022 UOP,0.8018864388102662
5118,B 2022 UOP,0.8018864388102662
5119,B 2022 UOP,0.8018864388102662
5120,B 2022 UOP,0.8018864388102662
5121,B 2022 UOP,0.8018864388102662
5122,B 2022 UOP,0.8018864388102662
5123,B 2022 UOP,0.8018864388102662
5124,B 2022 UOP,0.8018864388102662
5125,B 2022 UOP,0.8018864388102662
5127,B 2942 UOP,0.46017901531587585
5128,B 2942 UOP,0.46017901531587585
5129,B 2942 UOP,0.46017901531587585
5130,B 2942 UOP,0.46017901531587585
5131,B 2942 UOP,0.46017901531587585
5132,B 2942 UOP,0.46017901531587585
5133,B 2942 UOP,0.46017901531587585
5134,B 2942 UOP,0.46017901531587585
5135,B 2942 UOP,0.46017901531587585
5136,B 2942 UOP,0.46017901531587585
5137,B 2942 UOP,0.46017901531587585
5138,B 2942 UOP,0.46017901531587585
5139,B 2942 UOP,0.46017901531587585
5140,B 2942 UOP,0.46017901531587585
5141,B 2942 UOP,0.46017901531587585
5142,B 2942 UOP,0.46017901531587585
5143,B 2942 UOP,0.46017901531587585
5144,B 2942 UOP,0.46017901531587585
5145,B 2942 UOP,0.46017901531587585
5146,B 2942 UOP,0.46017901531587585
5147,B 2942 UOP,0.46017901531587585
5148,B 2942 UOP,0.46017901531587585
5149,B 2942 UOP,0.46017901531587585
5150,B 2942 UOP,0.46017901531587585
5151,B 2942 UOP,0.46017901531587585
5152,B 2942 UOP,0.46017901531587585
5153,B 2942 UOP,0.46017901531587585
5154,B 2942 UOP,0.46017901531587585
5155,B 2942 UOP,0.46017901531587585
5156,B 2942 UOP,0.46017901531587585
5157,B 2942 UOP,0.46017901531587585
5158,B 2942 UOP,0.46017901531587585
5159,B 2942 UOP,0.46017901531587585
5160,B 2942 UOP,0.46017901531587585
5161,B 2942 UOP,0.46017901531587585
5162,B 2942 UOP,0.46017901531587585
5163,B 2942 UOP,0.46017901531587585
5164,B 2942 UOP,0.46017901531587585
5165,B 2942 UOP,0.46017901531587585
5166,B 2942 UOP,0.46017901531587585
5167,B 2942 UOP,0.46017901531587585
5168,B 2942 UOP,0.46017901531587585
5169,B 2942 UOP,0.46017901531587585
5170,B 2942 UOP,0.46017901531587585
5171,B 2942 UOP,0.46017901531587585
5172,B 2942 UOP,0.46017901531587585
5173,B 2942 UOP,0.46017901531587585
5174,B 2942 UOP,0.46017901531587585
5175,B 2942 UOP,0.46017901531587585
5177,B 2942 UOP,0.9823096358046698
5178,B 2942 UOP,0.9823096358046698
5179,B 2942 UOP,0.9823096358046698
5180,B 2942 UOP,0.9823096358046698
5181,B 2942 UOP,0.9823096358046698
5182,B 2942 UOP,0.9823096358046698
5183,B 2942 UOP,0.9823096358046698
5184,B 2942 UOP,0.9823096358046698
5185,B 2942 UOP,0.9823096358046698
5186,B 2942 UOP,0.9823096358046698
5187,B 2942 UOP,0.9823096358046698
5188,B 2942 UOP,0.9823096358046698
5189,B 2942 UOP,0.9823096358046698
5190,B 2942 UOP,0.9823096358046698
5191,B 2942 UOP,0.9823096358046698
5192,B 2942 UOP,0.9823096358046698
5193,B 2942 UOP,0.9823096358046698
5194,B 2942 UOP,0.9823096358046698
5195,B 2942 UOP,0.9823096358046698
5196,B 2942 UOP,0.9823096358046698
5197,B 2942 UOP,0.9823096358046698
5198,B 2942 UOP,0.9823096358046698
5199,B 2942 UOP,0.9823096358046698
5200,B 2942 UOP,0.9823096358046698
5201,B 2942 UOP,0.9823096358046698
5202,B 2942 UOP,0.9823096358046698
5203,B 2942 UOP,0.9823096358046698
5204,B 2942 UOP,0.9823096358046698
5205,B 2942 UOP,0.9823096358046698
5206,B 2942 UOP,0.9823096358046698
5207,B 2942 UOP,0.9823096358046698
5208,B 2942 UOP,0.9823096358046698
5209,B 2942 UOP,0.9823096358046698
5210,B 2942 UOP,0.9823096358046698
5211,B 2942 UOP,0.9823096358046698
5212,B 2942 UOP,0.9823096358046698
5213,B 2942 UOP,0.9823096358046698
5214,B 2942 UOP,0.9823096358046698
5215,B 2942 UOP,0.9823096358046698
5216,B 2942 UOP,0.9823096358046698
5217,B 2942 UOP,0.9823096358046698
5218,B 2942 UOP,0.9823096358046698
5219,B 2942 UOP,0.9823096358046698
5220,B 2942 UOP,0.9823096358046698
5221,B 2942 UOP,0.9823096358046698
5222,B 2942 UOP,0.9823096358046698
5223,B 2942 UOP,0.9823096358046698
5224,B 2942 UOP,0.9823096358046698
5225,B 2942 UOP,0.9823096358046698
5226,B 2942 UOP,0.9823096358046698
5228,B 2042 UOP,0.7362274631958782
5229,B 2042 UOP,0.7362274631958782
5230,B 2042 UOP,0.7362274631958782
5231,B 2042 UOP,0.7362274631958782
5232,B 2042 UOP,0.7362274631958782
5233,B 2042 UOP,0.7362274631958782
5234,B 2042 UOP,0.7362274631958782
5235,B 2042 UOP,0.7362274631958782
5236,B 2042 UOP,0.7362274631958782
5237,B 2042 UOP,0.7362274631958782
5238,B 2042 UOP,0.7362274631958782
5239,B 2042 UOP,0.7362274631958782
5240,B 2042 UOP,0.7362274631958782
5241,B 2042 UOP,0.7362274631958782
5242,B 2042 UOP,0.7362274631958782
5243,B 2042 UOP,0.7362274631958782
5244,B 2042 UOP,0.7362274631958782
5245,B 2042 UOP,0.7362274631958782
5246,B 2042 UOP,0.7362274631958782
5247,B 2042 UOP,0.7362274631958782
5248,B 2042 UOP,0.7362274631958782
5249,B 2042 UOP,0.7362274631958782
5250,B 2042 UOP,0.7362274631958782
5251,B 2042 UOP,0.7362274631958782
5252,B 2042 UOP,0.7362274631958782
5253,B 2042 UOP,0.7362274631958782
5254,B 2042 UOP,0.7362274631958782
5255,B 2042 UOP,0.7362274631958782
5256,B 2042 UOP,0.7362274631958782
5257,B 2042 UOP,0.7362274631958782
5258,B 2042 UOP,0.7362274631958782
5259,B 2042 UOP,0.7362274631958782
5260,B 2042 UOP,0.7362274631958782
5261,B 2042 UOP,0.7362274631958782
5262,B 2042 UOP,0.7362274631958782
5263,B 2042 UOP,0.7362274631958782
5264,B 2042 UOP,0.7362274631958782
5265,B 2042 UOP,0.7362274631958782
5266,B 2042 UOP,0.7362274631958782
5267,B 2042 UOP,0.7362274631958782
5268,B 2042 UOP,0.7362274631958782
5269,B 2042 UOP,0.7362274631958782
5270,B 2042 UOP,0.7362274631958782
5271,B 2042 UOP,0.7362274631958782
5272,B 2042 UOP,0.7362274631958782
5373,B 2306 BYH,0.8300037827071992
5374,B 2306 BYH,0.8300037827071992
5375,B 2306 BYH,0.8300037827071992
5376,B 2306 BYH,0.8300037827071992
5377,B 2306 BYH,0.8300037827071992
5378,B 2306 BYH,0.8300037827071992
5379,B 2306 BYH,0.8300037827071992
5380,B 2306 BYH,0.8300037827071992
5381,B 2306 BYH,0.8300037827071992
5382,B 2306 BYH,0.8300037827071992
5383,B 2306 BYH,0.8300037827071992
5384,B 2306 BYH,0.8300037827071992
5385,B 2306 BYH,0.8300037827071992
5386,B 2306 BYH,0.8300037827071992
5387,B 2306 BYH,0.8300037827071992
5388,B 2306 BYH,0.8300037827071992
5389,B 2306 BYH,0.8300037827071992
5390,B 2306 BYH,0.8300037827071992
5391,B 2306 BYH,0.8300037827071992
5392,B 2306 BYH,0.8300037827071992
5393,B 2306 BYH,0.8300037827071992
5394,B 2306 BYH,0.8300037827071992
5395,B 2306 BYH,0.8300037827071992
5396,B 2306 BYH,0.8300037827071992
5397,B 2306 BYH,0.8300037827071992
5398,B 2306 BYH,0.8300037827071992
5399,B 2306 BYH,0.8300037827071992
5400,B 2306 BYH,0.8300037827071992
5401,B 2306 BYH,0.8300037827071992
5402,B 2306 BYH,0.8300037827071992
5403,B 2306 BYH,0.8300037827071992
5404,B 2306 BYH,0.8300037827071992
5405,B 2306 BYH,0.8300037827071992
5406,B 2306 BYH,0.8300037827071992
5407,B 2306 BYH,0.8300037827071992
5408,B 2306 BYH,0.8300037827071992
5409,B 2306 BYH,0.8300037827071992
5410,B 2306 BYH,0.8300037827071992
5411,B 2306 BYH,0.8300037827071992
5412,B 2306 BYH,0.8300037827071992
5413,B 2306 BYH,0.8300037827071992
5414,B 2306 BYH,0.8300037827071992
5416,B 2306 BYH,0.7664240000531628
5417,B 2306 BYH,0.7664240000531628
5418,B 2306 BYH,0.7664240000531628
5419,B 2306 BYH,0.7664240000531628
5420,B 2306 BYH,0.7664240000531628
5421,B 2306 BYH,0.7664240000531628
5422,B 2306 BYH,0.7664240000531628
5423,B 2306 BYH,0.7664240000531628
5424,B 2306 BYH,0.7664240000531628
5425,B 2306 BYH,0.7664240000531628
5426,B 2306 BYH,0.7664240000531628
5427,B 2306 BYH,0.7664240000531628
5428,B 2306 BYH,0.7664240000531628
5429,B 2306 BYH,0.7664240000531628
5430,B 2306 BYH,0.7664240000531628
5431,B 2306 BYH,0.7664240000531628
5432,B 2306 BYH,0.7664240000531628
5433,B 2306 BYH,0.7664240000531628
5434,B 2306 BYH,0.7664240000531628
5435,B 2306 BYH,0.7664240000531628
5436,B 2306 BYH,0.7664240000531628
5437,B 2306 BYH,0.7664240000531628
5438,B 2306 BYH,0.7664240000531628
5439,B 2306 BYH,0.7664240000531628
5440,B 2306 BYH,0.7664240000531628
5441,B 2306 BYH,0.7664240000531628
5442,B 2306 BYH,0.7664240000531628
5443,B 2306 BYH,0.7664240000531628
5444,B 2306 BYH,0.7664240000531628
5445,B 2306 BYH,0.7664240000531628
5446,B 2306 BYH,0.7664240000531628
5447,B 2306 BYH,0.7664240000531628
5448,B 2306 BYH,0.7664240000531628
5449,B 2306 BYH,0.7664240000531628
5450,B 2306 BYH,0.7664240000531628
5451,B 2306 BYH,0.7664240000531628
5452,B 2306 BYH,0.7664240000531628
5453,B 2306 BYH,0.7664240000531628
5454,B 2306 BYH,0.7664240000531628
5455,B 2306 BYH,0.7664240000531628
5456,B 2306 BYH,0.7664240000531628
5457,B 2306 BYH,0.7664240000531628
5458,B 2306 BYH,0.7664240000531628
5459,B 2306 BYH,0.7664240000531628
5460,B 2306 BYH,0.7664240000531628
5461,B 2306 BYH,0.7664240000531628
5462,B 2306 BYH,0.7664240000531628
5463,B 2306 BYH,0.7664240000531628
5464,B 2306 BYH,0.7664240000531628
5466,B 2306 BYH,0.5748220411260679
5467,B 2306 BYH,0.5748220411260679
5468,B 2306 BYH,0.5748220411260679
5469,B 2306 BYH,0.5748220411260679
5470,B 2306 BYH,0.5748220411260679
5471,B 2306 BYH,0.5748220411260679
5472,B 2306 BYH,0.5748220411260679
5473,B 2306 BYH,0.5748220411260679
5474,B 2306 BYH,0.5748220411260679
5475,B 2306 BYH,0.5748220411260679
5476,B 2306 BYH,0.5748220411260679
5477,B 2306 BYH,0.5748220411260679
5478,B 2306 BYH,0.5748220411260679
5479,B 2306 BYH,0.5748220411260679
5480,B 2306 BYH,0.5748220411260679
5481,B 2306 BYH,0.5748220411260679
5482,B 2306 BYH,0.5748220411260679
5483,B 2306 BYH,0.5748220411260679
5484,B 2306 BYH,0.5748220411260679
5485,B 2306 BYH,0.5748220411260679
5486,B 2306 BYH,0.5748220411260679
5487,B 2306 BYH,0.5748220411260679
5488,B 2306 BYH,0.5748220411260679
5489,B 2306 BYH,0.5748220411260679
5490,B 2306 BYH,0.5748220411260679
5491,B 2306 BYH,0.5748220411260679
5492,B 2306 BYH,0.5748220411260679
5493,B 2306 BYH,0.5748220411260679
5494,B 2306 BYH,0.5748220411260679
5495,B 2306 BYH,0.5748220411260679
5496,B 2306 BYH,0.5748220411260679
5497,B 2306 BYH,0.5748220411260679
5498,B 2306 BYH,0.5748220411260679
5499,B 2306 BYH,0.5748220411260679
5500,B 2306 BYH,0.5748220411260679
5501,B 2306 BYH,0.5748220411260679
5502,B 2306 BYH,0.5748220411260679
5503,B 2306 BYH,0.5748220411260679
5504,B 2306 BYH,0.5748220411260679
5505,B 2306 BYH,0.5748220411260679
5506,B 2306 BYH,0.5748220411260679
5507,B 2306 BYH,0.5748220411260679
5508,B 2306 BYH,0.5748220411260679
5509,B 2306 BYH,0.5748220411260679
5510,B 2306 BYH,0.5748220411260679
5511,B 2306 BYH,0.5748220411260679
5512,B 2306 BYH,0.5748220411260679
5513,B 2306 BYH,0.5748220411260679
5514,B 2306 BYH,0.5748220411260679
5531,B 2306 BYH,0.7207163067183868
5532,B 2306 BYH,0.7207163067183868
5533,B 2306 BYH,0.7207163067183868
5534,B 2306 BYH,0.7207163067183868
5536,B 2306 BYH,0.6251367618498733
5537,B 2306 BYH,0.6251367618498733
5538,B 2306 BYH,0.6251367618498733
5539,B 2306 BYH,0.6251367618498733
5540,B 2306 BYH,0.6251367618498733
5541,B 2306 BYH,0.6251367618498733
5542,B 2306 BYH,0.6251367618498733
5543,B 2306 BYH,0.6251367618498733
5544,B 2306 BYH,0.6251367618498733
5545,B 2306 BYH,0.6251367618498733
5546,B 2306 BYH,0.6251367618498733
5547,B 2306 BYH,0.6251367618498733
5548,B 2306 BYH,0.6251367618498733
5549,B 2306 BYH,0.6251367618498733
5550,B 2306 BYH,0.6251367618498733
5551,B 2306 BYH,0.6251367618498733
5552,B 2306 BYH,0.6251367618498733
5553,B 2306 BYH,0.6251367618498733
5554,B 2306 BYH,0.6251367618498733
5555,B 2306 BYH,0.6251367618498733
5556,B 2306 BYH,0.6251367618498733
5557,B 2306 BYH,0.6251367618498733
5558,B 2306 BYH,0.6251367618498733
5559,B 2306 BYH,0.6251367618498733
5560,B 2306 BYH,0.6251367618498733
5561,B 2306 BYH,0.6251367618498733
5562,B 2306 BYH,0.6251367618498733
5563,B 2306 BYH,0.6251367618498733
5564,B 2306 BYH,0.6251367618498733
5565,B 2306 BYH,0.6251367618498733
5566,B 2306 BYH,0.6251367618498733
5567,B 2306 BYH,0.6251367618498733
5568,B 2306 BYH,0.6251367618498733
5580,P 2942 UP,0.3304386411172318
5581,P 2942 UP,0.3304386411172318
5582,P 2942 UP,0.3304386411172318
5584,P 2942 UP,0.3304386411172318
5585,P 2942 UP,0.3304386411172318
5586,P 2942 UP,0.3304386411172318
5587,P 2942 UP,0.3304386411172318
5592,P 2942 UP,0.3304386411172318
5593,P 2942 UP,0.3304386411172318
5594,P 2942 UP,0.3304386411172318
5636,P 2942 UP,0.3304386411172318
5637,P 2942 UP,0.3304386411172318
5638,P 2942 UP,0.3304386411172318
5639,P 2942 UP,0.3304386411172318
